"ZONA PORTUARIA               ","SOCIEDAD PORTUARIA","TIPO DE SERVICIO","TIPO DE CARGA","EXPORTACION","IMPORTACIÓN","TRANSBORDO","TRANSITO INTERNACIONAL","FLUVIAL","CABOTAJE","MOVILIZACIONES A BORDO","TRANSITORIA","AÑO VIGENCIA","MES VIGENCIA"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","CONTENEDORES","0","0","0","0","0","3,435","0","0","2,022","8"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","6,517","0","0","0","0","0","0","2,018","1"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","19,301","23,445","6,099","31,109","0","0","0","0","2,019","8"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","CARBON AL GRANEL","35,963","0","0","0","0","0","0","0","2,023","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL LIQUIDO","0","3,124","0","0","0","0","0","0","2,020","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","38,067","0","0","0","0","0","0","2,018","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","322,917","0","0","0","0","0","0","2,024","5"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","35,841","0","0","0","0","0","0","2,023","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","5,999","0","0","2,021","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","81,964","127,328","70,067","0","0","548","0","0","2,019","7"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","5,605","0","0","0","0","0","0","2,019","12"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","6,143","4,490","0","0","0","0","0","0","2,025","7"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","55,723","19,201","951","0","0","4,393","0","0","2,022","5"
"GUAJIRA","SOCIEDAD PORTUARIA DE LA PENINSULA S.A.","PUBLICO","GENERAL","0","174","0","0","0","0","0","0","2,024","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GENERAL","16,441","0","0","0","0","0","0","0","2,018","4"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","50,654","0","0","0","0","0","0","2,022","2"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","596,446","0","0","0","0","0","0","0","2,018","4"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","44,100","0","0","0","0","0","0","2,024","9"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","6,475","0","0","0","0","0","0","2,021","8"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","42,537","0","0","0","0","0","0","2,021","6"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","63,495","0","0","0","0","0","0","2,024","6"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","2,115","0","0","2,020","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","0","34,922","0","0","0","0","0","0","2,020","9"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","84,847","0","0","0","0","0","0","2,024","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","90,016","133,204","95,610","0","0","0","0","0","2,018","3"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","48,923","0","0","0","0","0","0","0","2,021","1"
"CARTAGENA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","8,257","0","0","0","0","1,595","0","0","2,020","12"
"SANTA MARTA","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","0","332,277","0","0","0","245,410","0","0","2,023","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","351","1,463","0","0","0","8,288","0","0","2,024","7"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","10,000","250,454","0","0","0","0","0","0","2,020","11"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","3,329","8,955","0","100","0","0","0","0","2,018","10"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,062","0","0","2,020","3"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","0","0","446","0","0","0","0","0","2,024","3"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","20,406","9,782","0","0","0","0","0","2,787","2,020","3"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","45,252","0","0","0","0","0","0","2,020","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","123,983","0","0","0","0","0","0","0","2,018","12"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","3,804","0","0","2,024","3"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","638,882","0","0","0","0","0","0","0","2,019","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","57","17,830","0","0","0","0","0","0","2,022","5"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL LIQUIDO","0","61,361","0","0","15,281","2,826","0","0","2,022","1"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","79,063","0","0","0","0","0","0","0","2,023","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","CONTENEDORES","0","710","0","0","0","0","0","0","2,019","5"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","72","0","0","0","4,142","0","0","2,020","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GENERAL","0","0","0","0","99","0","0","0","2,020","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","76,486","219,575","0","0","0","12,236","0","0","2,023","8"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","11,445","0","0","0","0","0","0","2,024","3"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL LIQUIDO","0","23,115","0","0","0","0","0","0","2,019","4"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","6,521","0","0","2,019","4"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","5,412","0","0","0","0","3,069","0","0","2,022","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","11,436","0","0","0","0","0","0","2,024","8"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","39,610","9,586","0","0","3,143","27,435","0","0","2,023","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","7,318","0","0","0","0","0","0","2,023","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA MICHELLMAR S.A.","PUBLICO","CARBON AL GRANEL","11,000","0","0","0","0","0","0","0","2,023","9"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","0","70,850","0","0","18,166","0","0","0","2,020","3"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","2,085","12,020","0","0","0","0","0","0","2,022","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL LIQUIDO","0","12,273","0","0","0","0","0","0","2,019","2"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","67,525","0","0","0","0","0","0","2,022","6"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","4,556","0","0","0","0","0","0","2,023","10"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GENERAL","0","0","0","0","0","8,263","0","0","2,024","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","91,952","0","0","0","0","0","0","2,022","10"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","273,137","131,001","0","0","0","115,406","0","0","2,022","5"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","231,834","0","0","0","0","0","0","0","2,023","10"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","CARBON AL GRANEL","27,500","0","0","0","0","0","0","0","2,020","8"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,294","0","0","2,023","12"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","2,718","34,993","0","0","0","0","0","0","2,023","2"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","74,661","0","0","0","0","0","0","0","2,018","6"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,207","0","0","2,023","6"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","119,186","0","0","0","0","0","0","0","2,023","5"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","GENERAL","0","0","0","0","0","0","0","0","2,018","7"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","13,217","0","0","2,019","4"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GENERAL","0","0","0","0","0","11,407","0","0","2,021","8"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,290,307","0","0","0","0","0","0","0","2,021","6"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","0","126","226","0","0","0","0","0","2,019","7"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL LIQUIDO","0","62,945","0","0","0","3,061","0","0","2,022","2"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","1,402","0","0","2,021","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","47,306","51,292","62","82","0","0","0","206","2,023","9"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","122,117","0","0","0","0","0","0","0","2,025","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","0","1,679","0","0","0","0","0","0","2,022","7"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","125,246","0","0","0","0","0","0","0","2,023","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","227,848","0","0","0","0","0","0","2,019","5"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","2,893","0","0","2,025","7"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","2,373","4,447","457","0","0","0","0","0","2,025","7"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","0","0","0","0","0","292","0","0","2,024","6"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","CONTENEDORES","0","0","0","0","0","4,027","0","0","2,024","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GENERAL","0","27,222","0","0","0","0","0","0","2,025","7"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","262","1,131","0","0","0","7,161","0","0","2,023","6"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","363","1,398","0","0","0","6,282","0","0","2,023","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","183,341","266,464","1,465,576","0","0","82,192","0","0","2,021","4"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","6,676","0","0","0","0","0","0","2,019","8"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","4,830","0","0","2,023","1"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","39,528","0","0","0","0","0","0","0","2,022","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","646","117,179","0","0","0","0","0","0","2,023","11"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GENERAL","0","406","0","0","0","3,975","0","0","2,020","10"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","44,084","0","0","0","2,019","1"
"TURBO","PORTUARIA PUNTA DE VACA S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","1,202","0","0","2,020","1"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","134,349","0","0","0","0","0","0","0","2,023","3"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","28,000","0","0","0","0","0","0","2,022","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","37,504","98,156","25,858","0","0","0","0","0","2,019","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","98,888","0","0","0","0","0","0","2,018","9"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","71,780","0","0","0","0","0","0","0","2,018","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","1,653","8,485","0","0","0","0","0","0","2,023","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","33,180","0","0","0","0","0","0","0","2,022","6"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","52,893","0","0","0","0","0","0","2,018","5"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","660","2,183","0","5","0","5,936","0","0","2,018","6"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CONTENEDORES","22,492","23,917","0","136","0","0","0","0","2,023","7"
"BARRANCABERMEJA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","76,549","0","0","0","2,020","8"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","183","332","228","0","0","0","0","0","2,023","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","39,790","0","0","0","0","0","0","0","2,020","12"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","51,555","23,113","0","0","0","0","0","0","2,018","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","CARBON AL GRANEL","0","33,000","0","0","0","0","0","0","2,023","6"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","CONTENEDORES","25,173","3,707","0","0","0","34,209","0","0","2,021","12"
"GUAJIRA","SOCIEDAD PORTUARIA DE LA PENINSULA S.A.","PUBLICO","GENERAL","0","909","0","0","0","0","0","0","2,024","3"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","0","50,178","0","0","0","12,710","0","0","2,024","7"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","197,938","233,977","1,470,313","0","0","74,066","0","0","2,024","1"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","34,221","0","0","2,020","9"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","22,600","7,972","0","0","0","0","0","0","2,020","4"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","58,920","0","0","0","0","0","0","2,018","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","13,521","17,600","1,392","0","0","21,358","0","0","2,020","7"
"BARRANCABERMEJA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","53,898","0","0","0","2,023","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","0","0","0","0","0","0","0","0","2,019","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","0","3,358","0","46","0","6,238","0","0","2,018","9"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","68","293","0","0","0","0","0","0","2,020","10"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","590","7,558","0","0","0","0","0","0","2,022","2"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GENERAL","0","0","0","0","2,128","0","0","0","2,022","7"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","0","15","703","0","0","0","0","0","2,024","6"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","353","4,974","0","427","0","0","0","0","2,019","1"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","10,708","0","0","0","0","0","0","2,020","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","107,229","0","0","0","2,021","7"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","3,392","0","0","2,021","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","114,124","171,432","35,888","0","0","0","0","0","2,021","4"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","3,012","6,850","0","0","0","0","0","0","2,021","8"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","70,791","0","0","0","0","0","0","0","2,020","3"
"TUMACO","ROMERO Y BURGOS & CIA S.EN C.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","111","0","0","0","2,019","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","CONTENEDORES","0","0","0","0","0","4,835","0","0","2,021","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GENERAL","0","37,358","0","0","0","0","0","0","2,021","8"
"CARTAGENA","SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.","PUBLICO","GRANEL LIQUIDO","152","0","0","0","0","0","0","0","2,018","8"
"BARRANCABERMEJA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","86,698","0","0","0","2,020","7"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","51,536","111,823","43,180","0","0","0","0","0","2,023","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","0","49,374","0","0","0","0","0","0","2,020","6"
"GUAJIRA","SOCIEDAD PORTUARIA DE LA PENINSULA S.A.","PUBLICO","GENERAL","0","2,059","0","0","0","0","0","0","2,018","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","0","31,757","0","0","0","0","0","0","2,018","6"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","8,965","2,620","0","0","0","0","0","0","2,022","4"
"TUMACO","ROMERO Y BURGOS & CIA S.EN C.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","0","0","0","2,021","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA MICHELLMAR S.A.","PUBLICO","GRANEL LIQUIDO","1,867","0","0","0","724","0","0","0","2,023","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","64,122","0","0","0","0","0","0","2,022","7"
"CARTAGENA","COREMAR SHOREBASE SA","PUBLICO","GRANEL LIQUIDO","0","0","0","0","1,514","0","0","0","2,018","10"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","5,357","0","0","2,022","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","18,359","0","0","0","0","0","0","0","2,018","2"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,141","0","0","2,024","4"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","0","4,182","0","0","0","0","0","0","2,022","1"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","2,810","0","0","2,020","11"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","5,662","0","0","2,019","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIO GRANDE S.A.","PUBLICO","GENERAL","0","0","0","0","0","532","0","0","2,025","9"
"SANTA MARTA","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","0","181,101","0","0","0","114,818","0","0","2,020","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","11,560","11,012","0","0","0","0","0","0","2,020","12"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","CONTENEDORES","0","990","0","0","0","0","0","0","2,023","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","CONTENEDORES","0","1,011","0","0","0","0","0","0","2,019","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","6,497","0","0","0","0","0","0","2,020","12"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","644","24,213","0","0","0","0","0","0","2,018","2"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","17,826","0","0","0","0","0","0","2,019","7"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","33,600","0","0","0","0","0","0","2,020","3"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","79,200","0","0","0","0","0","0","0","2,022","4"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","1,109,256","0","0","0","0","0","0","0","2,020","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","CONTENEDORES","0","1,325","0","0","0","0","0","0","2,024","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","0","60,878","0","0","10,933","0","0","0","2,023","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","72,596","0","0","0","0","0","0","0","2,024","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL LIQUIDO","0","3,218","0","0","0","0","0","0","2,024","1"
"BARRANCABERMEJA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","37,272","0","0","0","2,021","2"
